origin,mae,rmse,n
2022-03-08,653.9606102069112,785.2411795882334,48
2022-03-09,291.76901396682143,354.27882360990264,48
2022-03-10,464.5286951987079,509.1683566039396,48
2022-03-11,385.813815062905,461.42889255843414,48
2022-03-12,397.8796317216209,455.622663778435,48
2022-03-13,252.3117960997338,301.13598892364456,48
2022-03-14,313.57197518521593,359.69356737652294,48
2022-03-15,368.42069643725625,416.867490555947,48
2022-03-16,293.0730323426303,321.08280333670376,48
2022-03-17,286.92906970632913,398.49748881517786,48
2022-03-18,454.5668402940246,558.3224563196678,48
2022-03-19,346.59280541875756,390.597701532299,48
2022-03-20,365.2572108484919,476.57608902315314,48
2022-03-21,258.8325823505172,293.23285326270445,48
2022-03-22,374.8891764289465,462.8774037953387,48
2022-03-23,428.1831879687981,481.05752938751044,48
2022-03-24,522.2352214637828,612.842569085616,48
2022-03-25,442.7114199256046,494.42094049340153,48
2022-03-26,345.5050743635392,409.3844506772128,48
2022-03-27,313.41089146784935,407.6465375463457,48
2022-03-28,471.49435785841234,569.2198948913103,48
2022-03-29,574.1608880016918,686.9343411282484,48
2022-03-30,407.1993158284171,458.97331278553037,48
2022-03-31,361.7918919589138,431.2397041221241,48
2022-04-01,336.5701880850506,394.84526002350077,48
2022-04-02,283.4333805163122,320.64230734171906,48
2022-04-03,320.8357557889724,377.40004981023736,48
2022-04-04,199.13345468782367,246.13287927064854,48
2022-04-05,257.74569938228643,357.0245775780927,48
2022-04-06,280.56434375543915,383.3649867370668,48
2022-04-07,500.79704650960383,715.5742267792491,48
2022-04-08,362.26645576040113,441.56293068369945,48
2022-04-09,344.48077060711597,409.6027939665059,48
2022-04-10,267.3866926289399,341.54784786165226,48
2022-04-11,244.53879603850245,372.28714757292977,48
2022-04-12,170.38575715223178,204.24902448566817,48
2022-04-13,168.6008033782246,209.96820628638932,48
2022-04-14,184.39468285582316,214.7653146244028,48
2022-04-15,837.990183944252,959.0198548035365,48
2022-04-16,421.95866029887276,469.24811190854,48
2022-04-17,489.8072608611915,540.7082555444235,48
2022-04-18,619.2460644320053,750.3421476163861,48
2022-04-19,244.6986298021158,301.9942789163942,48
2022-04-20,297.72970101553716,376.63397668816236,48
2022-04-21,188.2489357872918,231.25215459427247,48
2022-04-22,387.75173416795514,476.9339559498267,48
2022-04-23,276.76367835605294,421.84588163643946,48
2022-04-24,291.3521137589027,396.149696224389,48
2022-04-25,262.7287663389721,328.4909183964677,48
2022-04-26,385.35853232404594,503.89507650603684,48
2022-04-27,617.9648218089607,789.0745271013134,48
2022-04-28,601.3914111242552,707.4424640493057,48
2022-04-29,387.06527318370564,439.8226917721811,48
2022-04-30,587.9718975543275,731.3157455224041,48
